# Train Loss,Train reg loss,Train rank loss,Valid Loss,Valid reg loss,Valid rank loss,Valid_pr_mse,Valid_pr_mrrt,Valid_pr_btl,Test Loss,Test reg loss,Test rank loss,Test_pr_mse,Test_pr_mrrt,Test_pr_btl,Better valid loss
2.15E-04,9.06E-05,1.24E-04,2.71E-04,1.22E-04,1.49E-04,1.22E-04,6.66E-01,1.83E+01,1.64E-02,1.63E-02,1.15E-04,1.63E-02,6.40E-01,1.54E+01,0.00E+00
2.16E-04,9.26E-05,1.23E-04,2.59E-04,1.12E-04,1.47E-04,1.12E-04,5.55E-01,1.75E+01,1.63E-02,1.62E-02,1.11E-04,1.62E-02,5.00E-01,1.44E+01,0.00E+00
2.13E-04,8.98E-05,1.24E-04,2.60E-04,1.16E-04,1.44E-04,1.16E-04,5.77E-01,1.77E+01,1.63E-02,1.62E-02,1.07E-04,1.62E-02,5.05E-01,1.46E+01,0.00E+00
2.15E-04,9.19E-05,1.23E-04,2.68E-04,1.20E-04,1.47E-04,1.20E-04,5.41E-01,1.74E+01,1.63E-02,1.62E-02,1.12E-04,1.62E-02,4.76E-01,1.42E+01,0.00E+00
2.12E-04,8.99E-05,1.22E-04,2.52E-04,1.12E-04,1.40E-04,1.12E-04,6.23E-01,1.80E+01,1.64E-02,1.63E-02,1.05E-04,1.63E-02,5.57E-01,1.51E+01,2.52E-04
2.11E-04,8.85E-05,1.22E-04,2.51E-04,1.09E-04,1.42E-04,1.09E-04,6.01E-01,1.78E+01,1.64E-02,1.63E-02,1.07E-04,1.63E-02,5.20E-01,1.47E+01,2.51E-04
2.12E-04,8.98E-05,1.22E-04,2.55E-04,1.15E-04,1.40E-04,1.15E-04,6.60E-01,1.83E+01,1.64E-02,1.63E-02,1.05E-04,1.63E-02,6.32E-01,1.54E+01,0.00E+00
2.11E-04,9.02E-05,1.21E-04,2.51E-04,1.11E-04,1.40E-04,1.11E-04,6.06E-01,1.78E+01,1.64E-02,1.63E-02,1.05E-04,1.63E-02,5.26E-01,1.48E+01,2.51E-04
2.13E-04,9.29E-05,1.20E-04,2.46E-04,1.08E-04,1.38E-04,1.08E-04,6.50E-01,1.82E+01,1.64E-02,1.63E-02,1.02E-04,1.63E-02,5.80E-01,1.52E+01,2.46E-04
2.07E-04,8.73E-05,1.20E-04,2.48E-04,1.09E-04,1.39E-04,1.09E-04,5.92E-01,1.78E+01,1.64E-02,1.63E-02,1.05E-04,1.63E-02,5.18E-01,1.47E+01,0.00E+00
2.09E-04,8.97E-05,1.19E-04,2.57E-04,1.21E-04,1.36E-04,1.21E-04,6.28E-01,1.81E+01,1.64E-02,1.63E-02,1.02E-04,1.63E-02,5.66E-01,1.51E+01,0.00E+00
2.07E-04,8.74E-05,1.19E-04,2.56E-04,1.14E-04,1.42E-04,1.15E-04,5.51E-01,1.75E+01,1.64E-02,1.63E-02,1.07E-04,1.62E-02,4.85E-01,1.44E+01,0.00E+00
2.08E-04,8.88E-05,1.19E-04,2.44E-04,1.08E-04,1.36E-04,1.08E-04,6.46E-01,1.82E+01,1.64E-02,1.63E-02,1.00E-04,1.63E-02,5.86E-01,1.52E+01,2.44E-04
2.11E-04,9.18E-05,1.19E-04,2.50E-04,1.10E-04,1.40E-04,1.10E-04,5.71E-01,1.76E+01,1.64E-02,1.63E-02,1.06E-04,1.63E-02,5.02E-01,1.45E+01,0.00E+00
2.06E-04,8.74E-05,1.19E-04,2.59E-04,1.23E-04,1.37E-04,1.23E-04,6.10E-01,1.79E+01,1.64E-02,1.63E-02,1.01E-04,1.63E-02,5.51E-01,1.49E+01,0.00E+00
2.06E-04,8.86E-05,1.17E-04,2.48E-04,1.09E-04,1.39E-04,1.09E-04,5.73E-01,1.77E+01,1.64E-02,1.63E-02,1.05E-04,1.63E-02,4.97E-01,1.46E+01,0.00E+00
2.05E-04,8.75E-05,1.18E-04,2.49E-04,1.08E-04,1.40E-04,1.08E-04,5.67E-01,1.76E+01,1.64E-02,1.63E-02,1.07E-04,1.63E-02,4.99E-01,1.44E+01,0.00E+00
2.04E-04,8.69E-05,1.17E-04,2.47E-04,1.09E-04,1.38E-04,1.09E-04,5.83E-01,1.77E+01,1.64E-02,1.63E-02,1.05E-04,1.63E-02,5.17E-01,1.46E+01,0.00E+00
2.06E-04,8.91E-05,1.17E-04,2.39E-04,1.06E-04,1.34E-04,1.06E-04,6.32E-01,1.81E+01,1.64E-02,1.63E-02,9.88E-05,1.63E-02,5.77E-01,1.51E+01,2.39E-04
2.06E-04,8.85E-05,1.17E-04,2.48E-04,1.07E-04,1.40E-04,1.07E-04,6.39E-01,1.81E+01,1.65E-02,1.64E-02,1.05E-04,1.64E-02,5.74E-01,1.51E+01,0.00E+00
2.02E-04,8.58E-05,1.16E-04,2.61E-04,1.29E-04,1.32E-04,1.29E-04,6.36E-01,1.82E+01,1.65E-02,1.64E-02,9.86E-05,1.64E-02,5.78E-01,1.52E+01,0.00E+00
2.04E-04,8.73E-05,1.17E-04,2.48E-04,1.16E-04,1.32E-04,1.16E-04,6.36E-01,1.82E+01,1.65E-02,1.64E-02,9.87E-05,1.64E-02,5.76E-01,1.51E+01,0.00E+00
2.01E-04,8.52E-05,1.16E-04,2.38E-04,1.06E-04,1.32E-04,1.06E-04,6.40E-01,1.83E+01,1.65E-02,1.64E-02,9.80E-05,1.64E-02,5.79E-01,1.52E+01,2.38E-04
2.05E-04,8.93E-05,1.15E-04,2.46E-04,1.11E-04,1.35E-04,1.11E-04,5.86E-01,1.77E+01,1.65E-02,1.64E-02,1.02E-04,1.64E-02,5.05E-01,1.46E+01,0.00E+00
2.03E-04,8.76E-05,1.15E-04,2.40E-04,1.07E-04,1.33E-04,1.07E-04,6.28E-01,1.79E+01,1.65E-02,1.64E-02,9.93E-05,1.64E-02,5.37E-01,1.48E+01,0.00E+00
2.08E-04,9.29E-05,1.15E-04,2.82E-04,1.29E-04,1.53E-04,1.30E-04,6.81E-01,1.84E+01,1.67E-02,1.66E-02,1.27E-04,1.65E-02,6.46E-01,1.55E+01,0.00E+00
2.01E-04,8.68E-05,1.14E-04,2.36E-04,1.05E-04,1.31E-04,1.05E-04,6.36E-01,1.82E+01,1.65E-02,1.64E-02,9.73E-05,1.64E-02,5.75E-01,1.51E+01,2.36E-04
1.99E-04,8.48E-05,1.14E-04,2.42E-04,1.12E-04,1.30E-04,1.12E-04,6.52E-01,1.84E+01,1.66E-02,1.65E-02,9.60E-05,1.65E-02,6.02E-01,1.54E+01,0.00E+00
